,NNs_natlang,NNs_distance,NNs_simil,GO ID
58,positive regulation of erk1 and erk2 cascade via tnfsf11 mediated signaling,0.968891291662316,0.5079000573747825,GO:0071848
59,negative regulation of histone h2a k63 linked ubiquitination,0.9697087044420751,0.5076892830624173,GO:1901315
60,histone h3 t6 phosphorylation,0.9697772950961888,0.5076716045461208,GO:0035408
61,regulation of histone h3 k9 acetylation,0.9698201973100468,0.5076605475797147,GO:2000615
62,negative regulation of histone h3 k9 dimethylation,0.9705059489981618,0.5074838776855339,GO:1900110
63,histone h3 s10 phosphorylation,0.9706370728541528,0.5074501103095862,GO:0043986
64,regulation of histone h3 k27 methylation,0.9708806396436892,0.5073873982448717,GO:0061085
65,positive regulation of histone h3 k36 trimethylation,0.9713858805476745,0.5072573613655933,GO:2001255
66,negative regulation of histone h2b ubiquitination,0.9715587140549105,0.5072128934690954,GO:2001167
67,histone phosphorylation,0.971941871716662,0.5071143395973716,GO:0016572
68,erbb4 erbb4 signaling pathway,0.9719946351894115,0.5071007710444148,GO:0038138
69,regulation of nik nf kappab signaling,0.972049907121819,0.5070865581994762,GO:0042345
70,negative regulation of histone h3 k79 dimethylation,0.9721628928041984,0.5070575070896451,GO:1905472
71,negative regulation of histone h3 k9 methylation,0.9722205700471391,0.507042678282226,GO:0051573
72,signal transduction by p53 class mediator,0.9725008455495651,0.5069706318535881,GO:0072331
73,bub1 bub3 complex localization to kinetochore,0.9725682356915546,0.5069533118834868,GO:1990299
74,negative regulation of histone h3 k79 methylation,0.9737005108376776,0.5066624822301841,GO:2001161
75,beta catenin tcf complex assembly,0.9744933258152626,0.5064590428975508,GO:1904837
76,positive regulation of histone h3 k9 acetylation,0.9751545265305217,0.5062895011847809,GO:2000617
77,negative regulation of histone h3 k36 methylation,0.9755590556025275,0.5061858298612132,GO:0000415
78,regulation of histone h3 k4 trimethylation,0.9756861547364389,0.5061532660957491,GO:1905435
79,positive regulation of bmp signaling pathway,0.9761941652526089,0.5060231517646314,GO:0030513
80,histone h3 k14 acetylation,0.9762366585824851,0.5060122711807603,GO:0044154
81,positive regulation of erk1 and erk2 cascade,0.9776296690753309,0.5056558442853278,GO:0070374
82,positive regulation of nik nf kappab signaling,0.9783154657386179,0.5054805552089454,GO:0042346
83,regulation of histone h2b ubiquitination,0.9790917996258746,0.5052822714888915,GO:2001166
84,positive regulation of beta catenin tcf complex assembly,0.9791529757536611,0.5052666530838528,GO:1904865
85,positive regulation of histone h3 k27 methylation,0.9791873536865429,0.5052578767428688,GO:0061087
86,regulation of histone h2a k63 linked ubiquitination,0.979549811427236,0.5051653634717127,GO:1901314
87,erbb2 erbb4 signaling pathway,0.9795906188125765,0.505154949966288,GO:0038135
88,negative regulation of activin receptor signaling pathway,0.9797740923070627,0.5051081352593536,GO:0032926
89,histone h3 k18 acetylation,0.9798853493102648,0.5050797513847816,GO:0043971
90,positive regulation of histone h3 k4 trimethylation,0.9802541461973971,0.5049856867717004,GO:1905437
91,negative regulation of histone h4 acetylation,0.9803503937456978,0.5049611438249411,GO:0090241
92,histone h3 deacetylation,0.9806466086618001,0.5048856245363416,GO:0070932
93,regulation of activin receptor signaling pathway,0.9807653536331215,0.5048553571304139,GO:0032925
94,regulation of histone h3 k9 methylation,0.9808345798913721,0.5048377134323047,GO:0051570
95,histone h3 t3 phosphorylation involved in chromosome passenger complex localization to kinetochore,0.9810375731437787,0.504785983646471,GO:2000751
96,regulation of hair cycle by bmp signaling pathway,0.9814325268542068,0.5046853659900475,GO:0060902
97,regulation of histone h3 k9 dimethylation,0.981644583180801,0.5046313594715699,GO:1900109
98,negative regulation of histone h4 k16 acetylation,0.9820002141041823,0.5045408133076195,GO:2000619
99,regulation of histone phosphorylation,0.9825922408075527,0.5043901511450879,GO:0033127
100,regulation of histone h3 k79 methylation,0.9827052616219533,0.5043613992237804,GO:2001160
101,positive regulation of histone h2a k63 linked ubiquitination,0.982971122045432,0.5042937786045524,GO:1901316
102,histone h3 t11 phosphorylation,0.9831541154083893,0.5042472454512547,GO:0035407
103,regulation of histone h3 t3 phosphorylation involved in chromosome passenger complex localization to kinetochore,0.9832258989942916,0.5042289940380001,GO:2000817
104,negative regulation of histone phosphorylation,0.9834957902742963,0.5041603843594297,GO:0033128
105,ubiquitin dependent smad protein catabolic process,0.9836476901721734,0.5041217777503644,GO:0030579
106,regulation of histone h3 k79 dimethylation,0.9837693495951247,0.5040908612707893,GO:1905471
107,regulation of signal transduction by p53 class mediator,0.9840530207910229,0.5040187885711389,GO:1901796
108,negative regulation of histone h3 k4 methylation,0.9844843776202882,0.5039092326839876,GO:0051572
109,erbb2 erbb3 signaling pathway,0.9849055387698128,0.5038023122348538,GO:0038133
110,histone h3 k27 demethylation,0.9849673129027348,0.5037866334119331,GO:0071557
111,negative regulation of decapentaplegic signaling pathway,0.9853329970131554,0.5036938395243797,GO:0090099
112,negative regulation of i kappab kinase nf kappab signaling,0.9855166193338661,0.5036472574757378,GO:0043124
113,regulation of histone h3 k36 methylation,0.9855862118810234,0.5036296052099701,GO:0000414
114,histone h3 k27 acetylation,0.986095983299001,0.5035003385581355,GO:0043974
115,positive regulation of histone h3 k9 dimethylation,0.9862184386855087,0.5034692964897688,GO:1900111
116,negative regulation of erbb3 signaling pathway,0.9862683176277468,0.5034566534265253,GO:1905579
117,clrc ubiquitin ligase complex localization to heterochromatin,0.9862725317163599,0.5034555852896425,GO:0044382
118,negative regulation of signal transduction by p53 class mediator,0.9863027277059672,0.5034479317032032,GO:1901797
119,activin receptor signaling pathway,0.9866024566580723,0.5033719739188447,GO:0032924
120,regulation of histone deubiquitination,0.9868010157595514,0.5033216673777979,GO:1903584
121,negative regulation of erbb4 signaling pathway,0.9868869212362421,0.5032999056523053,GO:0120154
122,negative regulation of histone deubiquitination,0.9871704014440283,0.5032281072993662,GO:1903585
123,histone h3 k27 trimethylation,0.9874309610797459,0.5031621322114821,GO:0098532
124,negative regulation of wnt frizzled lrp5 6 complex assembly,0.9875130271266529,0.5031413562333726,GO:1904723
125,histone h3 k23 acetylation,0.9875497155634537,0.5031320686821201,GO:0043972
126,positive regulation of histone h3 k79 dimethylation,0.9876675831092514,0.503102233239488,GO:1905473
127,histone h3 k56 deacetylation,0.9880160042677191,0.5030140591691804,GO:0071572
128,positive regulation of histone h2b ubiquitination,0.9884238924222388,0.5029108751966512,GO:2001168
129,positive regulation of histone h3 k9 methylation,0.9885021936687531,0.5028910720762227,GO:0051574
130,regulation of i kappab kinase nf kappab signaling,0.9886002867803577,0.5028662656078812,GO:0043122
131,decapentaplegic signaling pathway,0.9886573594633254,0.5028518337969834,GO:0008101
132,negative regulation of wnt signaling pathway by wnt receptor internalization,0.9887384145081319,0.502831339056387,GO:0038012
133,regulation of decapentaplegic signaling pathway,0.9897124278061974,0.5025851907165161,GO:0090097
134,positive regulation of histone h3 k79 methylation,0.9897796537085086,0.5025682105735786,GO:2001162
135,regulation of erbb3 signaling pathway,0.9898913875808413,0.5025399909970584,GO:1905578
136,cxcl12 activated cxcr4 signaling pathway,0.9899984955448428,0.5025129427176825,GO:0038160
137,negative regulation of histone demethylase activity h3 k4 specific,0.9902297016691335,0.5024545655013269,GO:1904174
138,histone monoubiquitination,0.9903115932926785,0.5024338919443496,GO:0010390
139,negative regulation of histone ubiquitination,0.9903879549375433,0.502414615964343,GO:0033183
140,monoubiquitinated histone h2a deubiquitination,0.9907346644723419,0.5023271146308476,GO:0035522
141,erbb4 signaling pathway,0.990917135165459,0.5022810755591257,GO:0038130
142,histone h2a ubiquitination,0.9911132530108006,0.5022316025911037,GO:0033522
143,histone h3 k9 deacetylation,0.9912594448404042,0.5021947303708323,GO:1990619
144,dna damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator,0.9913233340685236,0.5021786180533899,GO:0006978
145,nik nf kappab signaling,0.9914576456128226,0.5021447492006662,GO:0038061
146,regulation of histone ubiquitination,0.9919736021586496,0.5020146847911671,GO:0033182
147,regulation of histone h4 acetylation,0.9919758612264701,0.5020141154643785,GO:0090239
148,erbb4 egfr signaling pathway,0.9920357863302764,0.5019990137035628,GO:0038137
149,positive regulation of histone h3 k36 methylation,0.9920604939315507,0.5019927873909039,GO:0000416
150,regulation of histone demethylase activity h3 k4 specific,0.9922898732299188,0.5019349912062699,GO:1904173
151,histone h2a k119 monoubiquitination,0.9924413671848227,0.5018968269128685,GO:0036353
152,positive regulation of activin receptor signaling pathway,0.9924975405031671,0.5018826772290365,GO:0032927
153,negative regulation of hippo signaling,0.9925346528490051,0.5018733293145795,GO:0035331
154,erbb3 signaling pathway,0.9927155693633254,0.5018277647720196,GO:0038129
155,histone h3 acetylation,0.9932293609373039,0.5016984094242702,GO:0043966
156,regulation of wnt signaling pathway by wnt protein secretion,0.9932449538437589,0.5016944847002409,GO:0061359
157,negative regulation of histone deacetylation,0.9939468439492642,0.501517883004029,GO:0031064
158,regulation of histone h3 k4 methylation,0.9940396215607156,0.5014945486475888,GO:0051569
159,regulation of wnt frizzled lrp5 6 complex assembly,0.9942341836107594,0.5014456216919321,GO:1904711
160,histone ubiquitination,0.9945085198230299,0.5013766499672454,GO:0016574
161,positive regulation of i kappab kinase nf kappab signaling,0.9949899202525543,0.5012556654288287,GO:0043123
162,negative regulation of histone h2a h2b dimer displacement,0.9950687457629515,0.5012358607309952,GO:1902650
163,monoubiquitinated histone deubiquitination,0.9954224487935582,0.5011470130571121,GO:0035521
164,histone h2a monoubiquitination,0.9955719544352473,0.5011094677781253,GO:0035518
165,regulation of histone h4 k16 acetylation,0.9956749110638259,0.5010836156009669,GO:2000618
166,histone deubiquitination,0.9956894721437562,0.5010799595619486,GO:0016578
167,negative regulation of histone acetylation,0.9957115432925718,0.5010744179743414,GO:0035067
168,regulation of dna damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator,0.995969276203469,0.5010097158920697,GO:1902162
169,negative regulation of dna damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator,0.996367722836999,0.5009097214710122,GO:1902163
170,histone h2a k13 ubiquitination,0.9966719966028396,0.5008333876076849,GO:0036351
171,specification of ureteric bud anterior posterior symmetry by bmp signaling pathway,0.9971550981339599,0.5007122385909583,GO:0072101
172,negative regulation of histone h4 k20 methylation,0.9973221255156272,0.5006703661993634,GO:0070511
173,bmp secretion,0.9975955849578648,0.5006018272818183,GO:0038055
174,positive regulation of wnt frizzled lrp5 6 complex assembly,0.9978067045828726,0.5005489258325383,GO:1904712
175,regulation of hippo signaling,0.9978724611650407,0.5005324511139512,GO:0035330
176,hippo signaling,0.9979967803812807,0.5005013070187073,GO:0035329
177,histone h2b s14 phosphorylation,0.9980486984581789,0.5004883017974804,GO:0043991
178,histone h3 k56 acetylation,0.9983532577067492,0.5004120248226634,GO:0097043
179,negative regulation of calcineurin nfat signaling cascade,0.9983665574629259,0.5004086944236967,GO:0051534
180,positive regulation of histone h4 k16 acetylation,0.998543408300931,0.5003644133254797,GO:2000620
181,positive regulation of wnt signaling pathway by wnt receptor internalization,0.9986368384798485,0.5003410228146271,GO:0038013
182,positive regulation of signal transduction by p53 class mediator,0.9986483501924749,0.5003381409759738,GO:1901798
183,regulation of i kappab phosphorylation,0.9986939354284142,0.5003267295078138,GO:1903719
184,negative regulation of non canonical wnt signaling pathway via jnk cascade,0.9987339584943924,0.5003167108609495,GO:1901230
185,regulation of jun kinase activity,0.9988677720173499,0.5002832173289551,GO:0043506
186,negative regulation of heart induction by canonical wnt signaling pathway,0.998948639760734,0.5002629783022818,GO:0003136
187,positive regulation of histone h4 acetylation,0.9990699754592876,0.5002326143036836,GO:0090240
188,histone h3 k9 demethylation,0.99921429384708,0.500196503735327,GO:0033169
189,histone h3 k9 trimethylation,0.9992789747721078,0.5001803213150817,GO:0036124
190,regulation of histone deacetylation,0.9993374528323803,0.500165691681182,GO:0031063
191,histone h3 r2 demethylation,0.9993443195615876,0.5001639738668315,GO:0070078
192,negative regulation of histone deacetylase activity,0.9994177306892119,0.5001456097197325,GO:1901726
193,negative regulation of i kappab phosphorylation,0.9995552833219776,0.5001112038966193,GO:1903720
194,negative regulation of canonical wnt signaling pathway,0.9996789416274211,0.5000802774800233,GO:0035414
195,histone h2a t120 phosphorylation,0.9996978558595616,0.500075547448219,GO:1990245
196,histone h2a acetylation,0.9997623542720412,0.5000594184922652,GO:0043968
197,negative regulation of bmp secretion,0.9997959918354897,0.5000510072440747,GO:2001285
198,positive regulation of decapentaplegic signaling pathway,0.9998279157148511,0.5000430247732309,GO:0090098
199,negative regulation of jun kinase activity,0.9998389148304215,0.5000402745362098,GO:0043508
200,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator,1.000150025427861,0.49996249645627727,GO:1902254
201,negative regulation of histone deacetylation at centromere,1.000460299989757,0.49988495148097684,GO:0031067
202,activation of jun kinase activity,1.0007596440780722,0.49981016108548554,GO:0007257
203,positive regulation of erbb3 signaling pathway,1.0008747636984634,0.4997814046850073,GO:1905580
204,regulation of histone deacetylase activity,1.0009973473135052,0.4997507874473587,GO:1901725
205,positive regulation of histone h3 k4 methylation,1.001016568403485,0.4997459870099186,GO:0051571
206,histone h3 k9 acetylation,1.0014063072436334,0.49964867022789333,GO:0043970
207,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,1.0016042209285116,0.499599266200646,GO:1902253
208,intrinsic apoptotic signaling pathway by p53 class mediator,1.001814222200617,0.4995468555022497,GO:0072332
209,histone h3 k36 trimethylation,1.002032771895773,0.49949232302180346,GO:0097198
210,positive regulation of wnt signaling pathway by establishment of wnt protein localization to extracellular region,1.0025502423942125,0.49936325133316917,GO:0035593
211,histone h3 k36 acetylation,1.0027752800452323,0.4993071414269779,GO:0043975
212,regulation of histone acetylation,1.0028057402087982,0.4992995475915438,GO:0035065
213,positive regulation of histone demethylase activity h3 k4 specific,1.002844304492066,0.4992899336993678,GO:1904175
214,positive regulation of dna damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator,1.0028779686608196,0.4992815416850523,GO:1902164
215,regulation of non canonical wnt signaling pathway via jnk cascade,1.0029886811677142,0.49925394456897976,GO:1901229
216,regulation of histone h2a h2b dimer displacement,1.0034636119163063,0.49913559400437696,GO:1902649
217,histone h3 k4 deacetylation,1.0035195425266636,0.4991216600457451,GO:1990596
218,histone h2a k15 ubiquitination,1.003540470829856,0.4991164463904266,GO:0036352
219,histone h2b ubiquitination,1.0035939203995647,0.4991031315370411,GO:0033523
220,histone h3 k36 demethylation,1.0035999995774296,0.4991016171945027,GO:0070544
221,regulation of bmp secretion,1.0036153152895018,0.4990978020426592,GO:2001284
222,regulation of hair cycle by canonical wnt signaling pathway,1.0036661661628745,0.4990851354819512,GO:0060901
223,negative regulation of histone h2b conserved c terminal lysine ubiquitination,1.0037695108650004,0.49905939509395647,GO:2001174
224,i kappab phosphorylation,1.0037893814424117,0.4990544461714624,GO:0007252
225,histone h3 k79 acetylation,1.0039243740477175,0.4990208278070417,GO:0043976
226,histone h3 k27 methylation,1.0040256691922769,0.49899560438417445,GO:0070734
227,positive regulation of histone phosphorylation,1.0040262078699336,0.4989954702552985,GO:0033129
228,histone h2a k63 linked deubiquitination,1.004221000553796,0.4989469722768523,GO:0070537
229,histone h2a k63 linked ubiquitination,1.004353900007992,0.49891388940646303,GO:0070535
230,negative regulation of macroautophagy by torc1 signaling,1.00438133327986,0.4989070609451619,GO:1904766
231,regulation of heart induction by canonical wnt signaling pathway,1.0046934739820756,0.4988293786449176,GO:0100012
232,negative regulation of tubulin deacetylation,1.004827656575413,0.4987959921244154,GO:1904428
233,histone h3 s10 phosphorylation involved in chromosome condensation,1.0049018376481778,0.49877753674615616,GO:2000775
234,regulation of histone deacetylation at centromere,1.0050047695021795,0.4987519307738549,GO:0031066
235,i kappab kinase nf kappab signaling,1.0054621864578277,0.4986381726629623,GO:0007249
236,negative regulation of notch signaling pathway,1.0054833091685405,0.49863292076691135,GO:0045746
237,histone h2a k9 acetylation,1.0054938310443964,0.4986303046762464,GO:0043978
238,wnt frizzled lrp5 6 complex assembly,1.0060059779752548,0.4985030009777646,GO:1904701
239,negative regulation of camkk ampk signaling cascade,1.0061617043118636,0.4984643051707596,GO:1905290
240,ccl2 activated ccr4 signaling pathway,1.0061624553697806,0.4984641185579747,GO:0038153
241,positive regulation of histone deubiquitination,1.0061739630098911,0.49846125931157337,GO:1903586
242,negative regulation of wnt signaling pathway,1.0062989855325477,0.4984301976978581,GO:0045810
243,modulation by virus of host nik nf kappab signaling,1.0067037624928534,0.49832965816426095,GO:0061765
244,positive regulation of non canonical wnt signaling pathway via jnk cascade,1.0067697460784957,0.4983132728376724,GO:1901231
245,regulation of histone h4 k20 methylation,1.006941665635191,0.4982705860977295,GO:0070510
246,regulation of tubulin deacetylation,1.0070107754817905,0.49825342853973775,GO:0090043
247,regulation of chromatin silencing,1.0072181627569785,0.4982019486244923,GO:0031935
248,histone h2a k5 acetylation,1.0073600720415794,0.4981667284947803,GO:0043977
249,histone h4 k8 acetylation,1.007526263167315,0.4981254882425696,GO:0043982
250,regulation of canonical wnt signaling pathway,1.0076925358323796,0.4980842345889405,GO:0035412
251,regulation of calcineurin nfat signaling cascade,1.0077406047664448,0.49807230955331866,GO:0051532
252,negative regulation of srebp signaling pathway,1.0077711220705898,0.49806473905686627,GO:2000639
253,regulation of tubulin deacetylase activity,1.007875916695027,0.4980387441700106,GO:0150067
254,regulation of histone h2b conserved c terminal lysine ubiquitination,1.0080883538201777,0.4979860562896074,GO:2001173
255,transcriptional activation by promoter enhancer looping,1.0082506703718337,0.4979458066431751,GO:0071733
256,positive regulation of histone h2a h2b dimer displacement,1.0082648074505833,0.4979423013788019,GO:1902651
257,regulation of dna damage response signal transduction by p53 class mediator,1.0084377991933589,0.49789941236996543,GO:0043516
258,negative regulation of tubulin deacetylase activity,1.0085458363087008,0.497872630996461,GO:0150069
259,negative regulation of dna damage response signal transduction by p53 class mediator,1.008586505434498,0.49786255025330844,GO:0043518
260,regulation of nuclear receptor transcription coactivator activity,1.0087634350649535,0.49781869907825405,GO:2000325
261,negative regulation of nuclear receptor transcription coactivator activity,1.009240764627358,0.4977004337185365,GO:2000326
262,positive regulation of hippo signaling,1.0097429196946797,0.4975760781144685,GO:0035332
263,histone h4 deacetylation,1.0098312999575587,0.4975541977185433,GO:0070933
264,negative regulation of non canonical wnt signaling pathway,1.0098511908176147,0.4975492735823872,GO:2000051
265,histone deacetylation,1.0100046104287683,0.49751129664656984,GO:0016575
266,histone threonine phosphorylation,1.0100348060950342,0.4975038228033152,GO:0035405
267,positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator,1.0101229031530499,0.49748201885139176,GO:1902255
268,negative regulation of chromatin silencing,1.0101446158422787,0.49747664527160695,GO:0006345
269,non canonical wnt signaling pathway via jnk cascade,1.0101684520958936,0.49747074627370375,GO:0038031
270,positive regulation of calcineurin nfat signaling cascade,1.0102596638647565,0.497448174469901,GO:0051533
271,positive regulation of histone ubiquitination,1.0103871430478653,0.4974166311489344,GO:0033184
272,dna damage response signal transduction by p53 class mediator,1.010394150602845,0.4974148973225653,GO:0006976
273,histone dephosphorylation,1.0109402681324737,0.49727981275579264,GO:0016576
274,negative regulation of bicoid mrna localization,1.0109579737186791,0.4972754344292895,GO:0045853
275,negative regulation of torc1 signaling,1.011259496545188,0.497200884181149,GO:1904262
276,regulation of bicoid mrna localization,1.011479302977109,0.4971465520524823,GO:0008359
277,positive regulation of canonical wnt signaling pathway,1.0115304700788341,0.4971339061847812,GO:0035413
278,negative regulation of torc2 signaling,1.01218424095196,0.49697238436123625,GO:1903940
279,mapk phosphatase export from nucleus,1.012223208530505,0.4969627602746339,GO:0045208
280,histone deacetylation at centromere,1.012280921263222,0.4969485072552613,GO:0031059
281,positive regulation of transcription of notch receptor target,1.0122947031764804,0.4969451037273336,GO:0007221
282,regulation of notch signaling pathway,1.0126944409167207,0.49684640632511046,GO:0008593
283,cell cell signaling by wnt,1.0131890915218722,0.4967243286839235,GO:0198738
284,histone serine phosphorylation,1.0132965459343037,0.49669781732821355,GO:0035404
285,ccl21 activated ccr7 signaling pathway,1.0133624230734268,0.49668156539520864,GO:0038120
286,hsp90 deacetylation,1.0133650338618703,0.4966809213339137,GO:0070846
287,histone h3 k4 trimethylation,1.0138719088237755,0.4965559108394641,GO:0080182
288,histone h3 k56 acetylation in response to dna damage,1.0139844345820919,0.49652816716406406,GO:0097044
289,regulation of non canonical wnt signaling pathway,1.0141366290883926,0.49649064793216363,GO:2000050
290,histone h3 k4 demethylation,1.014381116960053,0.49643038826194025,GO:0034720
291,regulation of wnt signaling pathway,1.0144042554380712,0.49642468600848466,GO:0008590
292,positive regulation of histone deacetylation,1.0145437628929752,0.4963903085252192,GO:0031065
293,negative regulation of semaphorin plexin signaling pathway,1.0145578288600452,0.4963868426481748,GO:2001261
294,positive regulation of histone h4 k20 methylation,1.0146245898414559,0.4963703932943142,GO:0070512
295,histone h3 k4 acetylation,1.0146449307620242,0.4963653816763421,GO:0043973
296,positive regulation of jun kinase activity,1.0146548775887096,0.4963629310032869,GO:0043507
297,positive regulation of histone h2b conserved c terminal lysine ubiquitination,1.0147441689855263,0.4963409327068681,GO:2001175
298,histone h2b acetylation,1.015285258745169,0.4962076686963199,GO:0043969
299,negative regulation of nodal signaling pathway,1.0153224888576247,0.4961985019910361,GO:1900108
300,negative regulation of branch elongation involved in ureteric bud branching by bmp signaling pathway,1.015644862353625,0.4961191421549933,GO:0072097
301,bmp signaling pathway involved in ureter morphogenesis,1.0157600095444763,0.49609080211189477,GO:0061149
302,bicoid mrna localization,1.0158444696156823,0.49607001684542085,GO:0045450
303,regulation of camkk ampk signaling cascade,1.0158910649617272,0.4960585506732158,GO:1905289
304,positive regulation of histone deacetylation at centromere,1.0160169270031425,0.4960275812200268,GO:0031068
305,regulation of torc1 signaling,1.0160299820157621,0.4960243691416399,GO:1903432
306,negative regulation of atg1 ulk1 kinase complex assembly,1.016142403143271,0.4959967105701204,GO:1905865
307,ccl2 activated ccr2 signaling pathway,1.016270637692429,0.4959651652441236,GO:0038151
308,regulation of srebp signaling pathway,1.0164722752948518,0.49591557109496004,GO:2000638
309,histone h3 k9 methylation,1.0165231782114545,0.49590305274197,GO:0051567
310,positive regulation of i kappab phosphorylation,1.0165602827352145,0.4958939281714027,GO:1903721
311,histone tyrosine phosphorylation,1.016595920908236,0.49588516451507014,GO:0035406
312,mapk export from nucleus,1.0168393905726039,0.4958253020415714,GO:0045204
313,orthodenticle mrna localization,1.0169578380456143,0.49579618430149086,GO:0060812
314,response to bmp,1.016965019670945,0.4957944189647591,GO:0071772
