,NNs_natlang,NNs_distance,NNs_simil,GO ID
33,ada2 gcn5 ada3 transcription activator complex,0.9497208107579932,0.5128939458830671,GO:0002928
34,apc iqgap1 rac1 complex,0.9529190215841553,0.5120540017009138,GO:0034745
35,mst2 histone acetyltransferase complex,0.9542465749401081,0.5117061545985552,GO:0036410
36,beta catenin tcf complex,0.9543772417032839,0.511671942684145,GO:1990907
37,inhibin betaglycan actrii complex,0.9554655659360481,0.5113871690813011,GO:0034673
38,ddb1 wdr21 complex,0.9560265423110221,0.5112405063882783,GO:0070913
39,gli sufu complex,0.9587902833161684,0.5105191752876334,GO:1990788
40,scrib apc beta catenin complex,0.9590282508384597,0.5104571613870307,GO:0034750
41,brca1 bard1 complex,0.9592525769387438,0.5103987162096585,GO:0031436
42,tead 4 yap complex,0.9594305138149676,0.5103523666440318,GO:0071151
43,pcaf complex,0.961049070186259,0.509931146141601,GO:0000125
44,alphav beta6 integrin tgfbeta 3 complex,0.9622351200411139,0.5096229242798628,GO:0071099
45,histone h3 k14 acetyltransferase complex,0.9634804191020485,0.5092997059055605,GO:0036409
46,cdc73 paf1 complex,0.9654937972211806,0.5087779983909398,GO:0016593
47,bmp receptor complex,0.9686128701582605,0.5079718898310404,GO:0070724
48,brca1 rad51 complex,0.968854183632444,0.5079096300341789,GO:0070767
49,mad max msin3a complex,0.9695121296308562,0.5077399549640901,GO:0070439
50,brca2 braf35 complex,0.9713078947151449,0.5072774286963937,GO:0002111
51,traf2 gstp1 complex,0.9727732580161912,0.5069006262816002,GO:0097057
52,rb e2f complex,0.9729689785664379,0.5068503412185433,GO:0035189
53,cyclin d1 cdk6 complex,0.9729895107126137,0.5068450666211678,GO:0097131
54,apc iqgap1 cdc42 complex,0.9730682389872464,0.5068248427704095,GO:0034744
55,apc tubulin iqgap1 complex,0.9732566472661013,0.5067764506890047,GO:0034741
56,par3 apc kif3a complex,0.9744560323743258,0.506468608874252,GO:0034748
57,cyclin d3 cdk6 complex,0.9748096999766837,0.5063779056846879,GO:0097133
58,alpha5 beta5 fibronectin sfrp2 complex,0.9752730469221235,0.506259122787203,GO:0071138
59,clr6 histone deacetylase complex i,0.976517257063842,0.5059404345831622,GO:1990483
60,nf kappab p50 p65 complex,0.976813760409365,0.5058645483087475,GO:0035525
61,mad max msin3b complex,0.9772122305082231,0.5057626007820919,GO:0070440
62,cyclin e1 cdk2 complex,0.9777704356153756,0.5056198545554929,GO:0097134
63,activin complex,0.9790386833201435,0.5052958329861169,GO:0048180
64,ddb1 ckn1 complex,0.980795898301326,0.504847572058066,GO:0070912
65,csl notch mastermind transcription factor complex,0.9834922034659395,0.5041612960477523,GO:1990433
66,cyclin d2 cdk6 complex,0.9840156150422757,0.5040282911174022,GO:0097132
67,ire1 traf2 ask1 complex,0.9843984206022837,0.5039310602235263,GO:1990604
68,h3 histone acetyltransferase complex,0.9855992951977386,0.5036262867430227,GO:0070775
69,mitotic checkpoint complex cdc20 mad2 subcomplex,0.9881469321333174,0.50298093357063,GO:1990333
70,cyclin d1 cdk4 complex,0.9882673324115439,0.502950475370489,GO:0097128
71,cyclin b1 cdk1 complex,0.9884271452875947,0.5029100524854109,GO:0097125
72,erbb4 erbb3 complex,0.9885786875555426,0.5028717275599732,GO:0038140
73,cyclin d3 cdk4 complex,0.9893434159863265,0.5026784173934066,GO:0097130
74,nua3b histone acetyltransferase complex,0.9898722416570443,0.5025448262785258,GO:1990468
75,activin ab complex,0.9909438657155173,0.5022743318986616,GO:0048183
76,nuclear transcriptional repressor complex,0.9911226918759819,0.5022292217752925,GO:0090568
77,parkin fbxw7 cul1 ubiquitin ligase complex,0.9912273957692097,0.5022028132621692,GO:1990452
78,bub1 bub3 complex,0.9913089767228083,0.5021822387632418,GO:1990298
79,cyclin a1 cdk2 complex,0.9919362730859951,0.5020240925934624,GO:0097123
80,histone deacetylase complex,0.9925398213346247,0.5018720274961377,GO:0000118
81,cyclin b3 cdk2 complex,0.9930806957515029,0.5017358314350358,GO:0097127
82,cytoplasmic transcriptional repressor complex,0.9934799217673862,0.5016353508659454,GO:0090569
83,rad51b rad51c rad51d xrcc2 complex,0.9941669886230414,0.5014625182871436,GO:0033063
84,alphaiib beta3 integrin cd47 src complex,0.9952633042826378,0.501186985123015,GO:0070771
85,alphav beta3 integrin igf 1 igf1r complex,0.996007961664834,0.501000005614165,GO:0035867
86,h4 h2a histone acetyltransferase complex,0.996464328518206,0.5008854832594024,GO:0043189
87,cyclin a2 cdk2 complex,0.9965447882120095,0.5008652978406472,GO:0097124
88,cyclin a1 cdk1 complex,0.9967555257688667,0.5008124365224641,GO:0097121
89,hedgehog signaling complex,0.997851153373158,0.5005377894702551,GO:0035301
90,cyclin d2 cdk4 complex,0.9984826766082784,0.5003796188502111,GO:0097129
91,tfiiic top1 sub1 complex,0.9984865757671507,0.5003786425816417,GO:0034740
92,cyclin a2 cdk1 complex,0.9991571416515418,0.5002108034258282,GO:0097122
93,atf1 pcr1 complex,0.9991766717467463,0.5002059168318862,GO:1990243
94,nurd complex,0.999711551031397,0.5000721226440019,GO:0016581
95,nua3 histone acetyltransferase complex,1.000724557047765,0.49981892633715796,GO:0033100
96,cyclin cdk positive transcription elongation factor complex,1.0007289740677872,0.4998178228842498,GO:0008024
97,tead 2 multiprotein complex,1.0008191888876146,0.49979528662755623,GO:0071147
98,rad51b rad51c complex,1.0008576887018874,0.49978566973884986,GO:0033066
99,wnt signalosome,1.0016536868695027,0.49958691983524656,GO:1990909
100,chop atf3 complex,1.0019436597682658,0.499514556826117,GO:1990622
101,scf ucc1 ubiquitin ligase complex,1.0022786630656981,0.4994309825331183,GO:0097673
102,alpha6 beta1 integrin cyr61 complex,1.0025376332881595,0.4993663956057613,GO:0071116
103,sin3 complex,1.0028499964278819,0.49928851475822833,GO:0016580
104,cyclin b2 cdk1 complex,1.0031795948708861,0.49920636300433885,GO:0097126
105,moz morf histone acetyltransferase complex,1.0032234848883304,0.4991954255447164,GO:0070776
106,nsk1 dlc1 complex,1.004064139734308,0.4989860255333826,GO:0044816
107,scf saf1 pof9 ubiquitin ligase complex,1.0041089837896104,0.4989748601940199,GO:0097668
108,activin receptor complex,1.0051062364121737,0.4987266918032955,GO:0048179
109,swi5 sfr1 complex,1.0053408022955415,0.49866835545124605,GO:0032798
110,myb complex,1.0055223601471899,0.4986232115241077,GO:0031523
111,wnt frizzled lrp5 6 complex,1.0055748151837232,0.49861017022613224,GO:1990851
112,tsc1 tsc2 complex,1.0059552477368927,0.49851560802674655,GO:0033596
113,alpha9 beta1 integrin adam12 complex,1.006061475625935,0.49848920990219314,GO:0071068
114,bcor complex,1.006657641659078,0.4983411117270673,GO:0140261
115,alphaiib beta3 integrin cd47 fak complex,1.006783443950868,0.49830987145839883,GO:0070770
116,alpha6 beta4 integrin shc grb2 complex,1.0068397419493416,0.4982958923409854,GO:0070333
117,xrcc2 rad51d complex,1.0072446945938334,0.49819536337215253,GO:0033064
118,alpha5 beta1 integrin lpp3 complex,1.0073280047808117,0.49817468675688314,GO:0071130
119,scf skp2 ubiquitin ligase complex,1.0077469524916052,0.49807073483986836,GO:0097669
120,alphav beta3 integrin hmgb1 complex,1.0079367491078497,0.4980236555978728,GO:0035868
121,transcriptional repressor complex,1.00794679222492,0.4980211646404947,GO:0017053
122,activin b complex,1.0082555056591382,0.4979446077364472,GO:0048182
123,rad52 ercc4 ercc1 complex,1.008488744448373,0.4978867831667375,GO:0070312
124,brca2 mage d1 complex,1.0086594207611916,0.49784447759742406,GO:0033593
125,h4 histone acetyltransferase complex,1.0091146116835763,0.497731684486646,GO:1902562
126,ecsit ndufaf1 complex,1.0092371239046753,0.49770133554801027,GO:0034985
127,cd19 vav pik3r1 complex,1.0093217575640399,0.49768037211338895,GO:0070024
128,scrib apc complex,1.009459640065235,0.4976462229256498,GO:0034749
129,nua4 histone acetyltransferase complex,1.0095140122373027,0.497632757925706,GO:0035267
130,alpha4 beta1 integrin jam2 complex,1.0106655310731794,0.49734776100043676,GO:0071101
131,cyclin k cdk13 complex,1.0109946469141549,0.4972663659420909,GO:0002945
132,catenin complex,1.011458005501154,0.49715181587937274,GO:0016342
133,rad6 ubr2 ubiquitin ligase complex,1.0115842338951921,0.49712061923632184,GO:1990305
134,cyclin k cdk12 complex,1.0118552588093204,0.497053650167573,GO:0002944
135,erbb4 erbb4 complex,1.0120433052401183,0.4970071953201124,GO:0038141
136,mub1 rad6 ubr2 ubiquitin ligase complex,1.0121332156423735,0.49698498699090854,GO:1990304
137,ire1 rack1 pp2a complex,1.0131915140155008,0.4967237309705352,GO:1990630
138,grb2 egfr complex,1.0139179878672677,0.4965445494923041,GO:0070436
139,nua3a histone acetyltransferase complex,1.0145944021302356,0.49637783116174566,GO:1990467
140,alphav beta3 integrin lpp3 complex,1.015650463734314,0.49611776346745184,GO:0071129
141,swi5 swi2 complex,1.0157954846419877,0.49608207162821555,GO:0034974
142,piccolo nua4 histone acetyltransferase complex,1.0159800602403435,0.4960366522081478,GO:0032777
143,erbb4 egfr complex,1.0160571955917657,0.4960176735990239,GO:0038139
144,pho85 pho80 cdk cyclin complex,1.01621878944958,0.4959779192777964,GO:1990860
145,cntfr clcf1 complex,1.0173311804106862,0.4957044285591328,GO:0097059
146,taf4b containing transcription factor tfiid complex,1.0174286399727521,0.49568048167171175,GO:0070556
147,myc max complex,1.0174324487212276,0.4956795458672538,GO:0071943
148,scf hrt3 pof7 ubiquitin ligase complex,1.0183873192591562,0.4954450468738812,GO:0097675
149,atr atrip complex,1.0210378653967815,0.49479528173198,GO:0070310
150,erbb4 erbb2 complex,1.0211571972198576,0.49476606835703824,GO:0038144
151,rad51c xrcc3 complex,1.0212824664567461,0.49473540516728126,GO:0033065
152,histone mrna stem loop binding complex,1.021397301511914,0.49470729937753705,GO:0062073
153,bax complex,1.0216813368055526,0.4946377956775792,GO:0097144
154,transcription factor tfiiic1 complex,1.0218958940405434,0.4945853062699517,GO:0034734
155,m g1 phase specific mads box forkhead transcription factor complex,1.0227799423712305,0.4943691496306497,GO:0097221
156,histone acetyltransferase complex,1.0230403243888702,0.49430552023330765,GO:0000123
157,activated sumo e1 ligase complex,1.0230887787623457,0.4942936812747114,GO:1990354
158,chromatin silencing complex,1.023095491165489,0.49429204126390885,GO:0005677
159,scf dia2 pof3 ubiquitin ligase complex,1.023695084838156,0.49414558917109513,GO:0097663
160,sumoylated e2 ligase complex,1.0239049425510047,0.49409435145682434,GO:1990356
161,alphav beta3 integrin adam23 complex,1.0244165995055599,0.4939694726096587,GO:0071067
162,fused smurf ubiquitin ligase complex,1.0244390053552486,0.4939640055119961,GO:1990353
163,bre1 rad6 ubiquitin ligase complex,1.0246138984263478,0.49392133521223985,GO:1990302
164,alpha9 beta1 integrin adam1 complex,1.0257608406882417,0.4936416875647844,GO:0071052
165,ubr1 rad6 ubiquitin ligase complex,1.025966536250674,0.49359156832404333,GO:1990303
166,tbk1 ikke ddx3 complex,1.0259683163072877,0.4935911346445388,GO:0039658
167,nos2 cd74 complex,1.0263159828937274,0.4935064463993058,GO:0035693
168,alphav beta6 integrin osteopontin complex,1.0265142490255756,0.49345816368221324,GO:0071126
169,erbb3 erbb2 complex,1.0265731319231617,0.493443826056762,GO:0038143
170,alpha5 beta1 integrin fibronectin nov complex,1.0267990603427766,0.4933888215987617,GO:0071117
171,alphav beta3 integrin cd47 fcer2 complex,1.027167583031049,0.49329912749728677,GO:0071083
172,ski complex,1.0275878305247543,0.4931968839747834,GO:0055087
173,puma bcl 2 complex,1.0276342509590133,0.49318559277987556,GO:0097142
174,mpp7 dlg1 lin7 complex,1.0278350635608833,0.4931367535602218,GO:0097025
175,grb2 shp 2 complex,1.0281030325353633,0.49307159644147086,GO:0070720
176,hpa2 acetyltransferase complex,1.0287089047118432,0.492924341031588,GO:1990331
177,gemin3 gemin4 gemin5 complex,1.0287356224182196,0.4929178493982456,GO:0034716
178,mll1 complex,1.0290268536348228,0.4928470996865261,GO:0071339
179,histone methyltransferase complex,1.029058987818311,0.49283929447276553,GO:0035097
180,alphav beta3 integrin pkcalpha complex,1.029529250946587,0.49272509845994716,GO:0035866
181,alpha6 beta4 integrin fyn complex,1.0297615541688454,0.49266870679767294,GO:0071098
182,alpha9 beta1 integrin adam9 complex,1.0299011406877663,0.4926348283449816,GO:0071055
183,alphav beta3 integrin paxillin pyk2 complex,1.029999216376814,0.49261102759676006,GO:0071097
184,alpha9 beta1 integrin adam8 complex,1.0301968698583335,0.4925630685608237,GO:0071133
185,activin responsive factor complex,1.0304685081098697,0.4924971729460034,GO:0032444
186,noc4p nop14p complex,1.0311790292411578,0.49232489386895495,GO:0030692
187,apc iqgap1 clip 170 complex,1.0312353995184251,0.492311231006059,GO:0034746
188,alpha4 beta1 integrin paxillin complex,1.0317727787892474,0.49218102065325897,GO:0071102
189,alphav beta3 integrin egfr complex,1.031786392127352,0.4921777229509666,GO:0071125
190,transcription factor tfiiib beta complex,1.0318480923236242,0.4921627772164791,GO:0034733
191,alpha2 beta1 integrin cd47 complex,1.032126852486727,0.4920952640216792,GO:0071084
192,rna polymerase v transcription repressor complex,1.0321678081614862,0.49208534648755486,GO:0090574
193,brca1 b complex,1.032301569357972,0.4920529586147551,GO:0070532
194,alpha7 beta1 integrin cd151 complex,1.0324478164754969,0.49201755237884404,GO:0071060
195,mitotic spindle assembly checkpoint mad1 mad2 complex,1.03271271952931,0.49195343266782804,GO:1990728
196,mad1 complex,1.0331378390625519,0.4918505675252615,GO:1990706
197,mcm8 mcm9 complex,1.0331910049238833,0.4918377061369289,GO:0097362
198,alpha9 beta1 integrin adam3 complex,1.0334020481940174,0.4917866591548672,GO:0071054
199,alpha4 beta1 integrin cd82 complex,1.0337377281320588,0.49170548697961997,GO:0070521
200,clrc ubiquitin ligase complex,1.033772676924557,0.49169703740547155,GO:0043494
201,alphaiib beta3 integrin cd9 complex,1.0341113396102184,0.49161517392239823,GO:0071085
202,sin3 type complex,1.0344124949732219,0.4915423998185592,GO:0070822
203,cul4a ring e3 ubiquitin ligase complex,1.0347768653921077,0.49145437861428454,GO:0031464
204,alpha2 beta1 integrin chondroadherin complex,1.0348579928779957,0.49143478488425274,GO:0071079
205,activin a complex,1.0355966798248664,0.4912564507061563,GO:0048181
206,atg12 atg5 atg16 complex,1.0357001501399816,0.4912314811841207,GO:0034274
207,alpha6 beta1 integrin cd151 complex,1.0359807091887665,0.49116378926716275,GO:0071059
208,pten phosphatase complex,1.0361705520069724,0.491117995501084,GO:1990455
209,atg1 ulk1 kinase complex,1.0366726455916102,0.4909969219474253,GO:0070969
210,brca1 c complex,1.0371516800300755,0.49088146445002884,GO:0070533
211,beta catenin icat complex,1.0372994818299242,0.4908458520304483,GO:1990711
212,alpha6 beta4 integrin cd151 complex,1.0375980470033532,0.49077392936780445,GO:0071061
213,rad6 rad18 complex,1.0379424065922056,0.49069100125953713,GO:0097505
214,chop atf4 complex,1.037982715941652,0.49068129586072023,GO:1990617
215,cul4b ring e3 ubiquitin ligase complex,1.0381605840363264,0.49063847462873755,GO:0031465
216,repressor ecdysone receptor complex,1.0381803400456822,0.4906337188874989,GO:0008231
217,alpha3 beta1 integrin cd151 complex,1.0381903405144384,0.4906313115720098,GO:0071058
218,rna polymerase iv transcription repressor complex,1.0382251502415085,0.49062293234950527,GO:0090573
219,bre1 e3 ubiquitin ligase complex,1.0382556645759753,0.4906155873277228,GO:1990352
220,alpha9 beta1 integrin adam15 complex,1.0382572868789353,0.4906151968337823,GO:0071056
221,scf grr1 pof2 ubiquitin ligase complex,1.0383014992779163,0.4906045549955477,GO:0097664
222,mll1 2 complex,1.0384190920684726,0.49057625288686657,GO:0044665
223,alphav beta3 integrin adam15 complex,1.0386525834878964,0.49052006609636106,GO:0071057
224,integrin alphav beta6 complex,1.0389863639729682,0.4904397683422946,GO:0034685
225,alphaiib beta3 integrin fibronectin tissue transglutaminase complex,1.0390371744887434,0.49042754713421755,GO:0071090
226,alpha9 beta1 integrin vegf d complex,1.0392022997129235,0.4903878345668691,GO:0071121
227,noxa bcl 2 complex,1.039268067129712,0.4903720193135318,GO:0097147
228,alpha4 beta1 integrin cd47 complex,1.0393637236378397,0.49034901837725586,GO:0071120
229,alpha9 beta1 integrin vegf c complex,1.0393664129278157,0.4903483717594183,GO:0071123
230,scf cdc4 ubiquitin ligase complex,1.039455175577545,0.49032703046136533,GO:0097660
231,rna polymerase i transcription repressor complex,1.039608731680297,0.49029011519094984,GO:0090570
232,vrk3 vhr erk complex,1.0396342020536533,0.4902839925870662,GO:0002167
233,alpha4 beta1 integrin cd81 complex,1.039732026720435,0.49026047877859774,GO:0070520
234,scf rcy1 pof6 ubiquitin ligase complex,1.0398542073108046,0.49023111378059087,GO:0097667
235,cbf1 met4 met28 complex,1.0400027663390585,0.4901954137025887,GO:0089713
236,ku70 ku80 complex,1.0401074494094933,0.4901702605367422,GO:0043564
237,alphae beta7 integrin e cadherin complex,1.0405049662085855,0.49007476902057073,GO:0071064
238,i kappab nf kappab complex,1.040511330414645,0.49007324051309903,GO:0033256
239,alpha4 beta4 integrin emilin 1 complex,1.041192019369636,0.48990981275187495,GO:0071112
240,scf ylr352w ubiquitin ligase complex,1.0413271053780253,0.4898773926850954,GO:0097674
241,alpha5 beta1 integrin fibronectin tissue transglutaminase complex,1.0415220811072983,0.489830606905614,GO:0071093
242,prc1 complex,1.0415774541204974,0.48981732139611406,GO:0035102
243,transcription factor tfiiic2 complex,1.041757327108733,0.4897741698892629,GO:0034735
244,alpha9 beta1 integrin vegf a complex,1.0417851234843443,0.4897675022205477,GO:0071122
245,scf ctf13 ubiquitin ligase complex,1.0419241308182359,0.48973416049463203,GO:0097661
246,nuclear mitotic cohesin complex,1.0421959958903175,0.48966896517884867,GO:0034990
247,alpha7 beta1 integrin nicotinamide riboside kinase complex,1.0422572993576025,0.4896542665385761,GO:0071119
248,nuclear scf ubiquitin ligase complex,1.0423089375110732,0.4896418860207715,GO:0043224
249,transcription factor tfiiib complex,1.0424341515293467,0.48961186790341016,GO:0000126
250,alpha4 beta1 integrin thrombospondin 2 complex,1.0425810664611943,0.4895766520212178,GO:0071070
251,alpha6 beta4 integrin cd9 complex,1.0426416411373676,0.48956213359245326,GO:0071094
252,pcsk9 anxa2 complex,1.042715167541052,0.48954451207397875,GO:1990667
253,mutlbeta complex,1.0428133371014647,0.489520986493506,GO:0032390
254,alpha9 beta1 integrin adam2 complex,1.042849903486956,0.4895122242182808,GO:0071053
255,clock bmal transcription complex,1.0429942137742407,0.4894776467098228,GO:1990513
256,ercc4 ercc1 complex,1.0433028371026654,0.48940371531905,GO:0070522
257,dna ligase iii xrcc1 complex,1.043483506897775,0.4893604458389323,GO:0070421
258,alphaiib beta3 integrin talin complex,1.0435275255207077,0.4893499047658737,GO:0070515
259,rna polymerase iii transcription repressor complex,1.0436761157615346,0.48931432543917075,GO:0090572
260,alphav beta1 integrin osteopontin complex,1.043699293506969,0.48930877608907386,GO:0070030
261,alpha5 beta1 integrin osteopontin complex,1.0437076062452018,0.4893067858357919,GO:0071128
262,ikappab kinase complex,1.0437738352172667,0.48929092973425475,GO:0008385
263,protein c inhibitor tmprss11e complex,1.0438221978535482,0.4892793517216001,GO:0036025
264,nuclear condensin complex,1.0439046844805397,0.48925960569152027,GO:0000799
265,scf met30 pof1 ubiquitin ligase complex,1.043923397591395,0.4892551262823364,GO:0097666
266,nuclear meiotic cohesin complex,1.0441634448044204,0.4891976727896517,GO:0034991
267,pip2 oaf1 complex,1.044296863354151,0.4891657458982079,GO:0089716
268,cftr nherf ezrin complex,1.044443137944575,0.4891307473610499,GO:0034662
269,alphav beta5 integrin osteopontin complex,1.0444500426182168,0.48912909543113803,GO:0070031
270,nuclear cyclin dependent protein kinase holoenzyme complex,1.0444732293611108,0.4891235481290679,GO:0019908
271,nelf complex,1.044673308722984,0.4890756854573298,GO:0032021
272,rna polymerase ii transcription repressor complex,1.0451773766154435,0.48895514464124196,GO:0090571
273,alpha4 beta1 integrin thrombospondin 1 complex,1.04519084885903,0.4889519237570809,GO:0071069
274,transcription factor tfiiic complex,1.045380935558262,0.48890648319603225,GO:0000127
275,scf das1 ubiquitin ligase complex,1.0457509730672019,0.4888180492959494,GO:0097662
276,nuclear ubiquitin ligase complex,1.0459070138364126,0.48878076727682523,GO:0000152
277,xpc complex,1.0459422926194502,0.48877233908669304,GO:0071942
278,alpha1 beta1 integrin tissue transglutaminase complex,1.0459990013858436,0.488758791828665,GO:0071091
279,synaptotagmin synaptobrevin 2 snap 25 syntaxin 1a syntaxin 1b rab3a complexin ii complex,1.0460759874411383,0.4887404016947675,GO:0070355
280,scf ydr131c ubiquitin ligase complex,1.0462139993349704,0.4887074374063539,GO:0097671
281,ubp3 bre5 deubiquitination complex,1.0463041005152027,0.48868591904215397,GO:1990861
282,nem1 spo7 phosphatase complex,1.0464886751115956,0.48864184403340016,GO:0071595
283,hda1 complex,1.0465127339806866,0.4886360995442685,GO:0070823
284,cugbp1 eif2 complex,1.0467853999236338,0.48857100506839185,GO:0071075
285,smn gemin2 complex,1.0468131172255952,0.48856438899291177,GO:0034718
286,sid2 mob1 complex,1.0468413685266549,0.48855764563709886,GO:0034973
287,ubc13 uev1a complex,1.047022744098975,0.4885143571964383,GO:0035370
288,alphapdgfr plc gamma 1 pi3k shp 2 complex,1.047143311799234,0.4884855858582271,GO:0070719
289,mei2 nuclear dot complex,1.047197623235601,0.4884726265066181,GO:0033620
290,bim bcl 2 complex,1.047375666306192,0.488430148143827,GO:0097141
291,nurf complex,1.0476729881204172,0.48835922815874605,GO:0016589
292,nf kappab complex,1.0476765548395601,0.48835837751648825,GO:0071159
293,integrin alpha1 beta1 complex,1.047678245709374,0.4883579742546767,GO:0034665
294,tert rmrp complex,1.047682453753422,0.48835697066553957,GO:1990572
295,alphav beta3 integrin cd47 complex,1.0477848612963752,0.48833254845283786,GO:0070357
296,alpha9 beta1 integrin tenascin complex,1.0477950675094092,0.4883301146028398,GO:0071082
297,transcription factor tfiia complex,1.0481651022252512,0.4882418897351288,GO:0005672
298,gemin6 gemin7 unrip complex,1.0483141539755274,0.4882063613431183,GO:0034717
299,transcription factor tfiik complex,1.048317030074113,0.4882056758390656,GO:0070985
300,fal1 sgd1 complex,1.0484490398360748,0.4881742140287874,GO:0097078
301,nuclear cohesin complex,1.0486176435988661,0.4881340366879156,GO:0000798
302,lsd1 2 complex,1.0490801421132379,0.48802385980310636,GO:0033193
303,ikkalpha ikkalpha complex,1.0491547287473655,0.48800609635334535,GO:0038059
304,cytoplasmic scf ubiquitin ligase complex,1.0496193620949217,0.4878954690288918,GO:0043223
305,alpha3 beta1 integrin thrombospondin complex,1.0496822933904517,0.4878804891980916,GO:0071095
306,cytoplasmic cyclin dependent protein kinase holoenzyme complex,1.049810933488657,0.487849871255228,GO:0000308
307,transcription factor tfiiib alpha complex,1.0499907661843355,0.4878070752783477,GO:0034732
308,alpha4 beta1 integrin cd63 complex,1.0503785709897822,0.48771481235158864,GO:0070519
309,integrin alpha2 beta1 complex,1.0504189101742953,0.48770521723046106,GO:0034666
310,alphav beta3 integrin osteopontin complex,1.0504311334888445,0.48770230985445606,GO:0070029
311,slit robo signaling complex,1.0508685429205387,0.4875982926608988,GO:0071666
312,alphapdgfr shp 2 complex,1.051046013902391,0.487556102214092,GO:0070718
313,alpha1 beta1 integrin tyrosine protein phosphatase non receptor type 2 complex,1.0511683005464882,0.4875270350724376,GO:0071124
314,transcription factor tfiif complex,1.0517299370111286,0.48739358039331276,GO:0005674
315,synaptobrevin 2 snap 25 syntaxin 1a complexin ii complex,1.0517793856537405,0.48738183402762797,GO:0070033
316,alpha4 beta1 integrin cd53 complex,1.0519934550925887,0.48733098905273,GO:0070518
317,alphav beta3 integrin gelsolin complex,1.0522126504692297,0.487278937575672,GO:0071096
318,alpha5 beta1 integrin tissue transglutaminase complex,1.0522130981913629,0.48727883126821026,GO:0071088
319,integrin alpha11 beta1 complex,1.0524109006236715,0.48723186945466296,GO:0034681
320,pkm2 protein kinase complex,1.05247565870402,0.48721649670204753,GO:1990360
321,transcription factor tfiid complex,1.0529304225903688,0.48710856880293546,GO:0005669
322,integrin alphaiib beta3 complex,1.0531430438079685,0.4870581243795357,GO:0070442
323,alpha5 beta1 integrin endostatin complex,1.0534001196596263,0.4869971470371596,GO:0071115
324,alphav beta3 integrin thrombospondin complex,1.053694161918046,0.4869274201305859,GO:0070017
325,survivin complex,1.0537595839548288,0.48691190917017985,GO:1990713
326,alphav beta3 integrin nov complex,1.05377510575045,0.48690822924090305,GO:0071118
327,alphaiib beta3 integrin cd9 cd47 platelet glycoprotein ib complex,1.0538662942697699,0.4868866112609046,GO:0071086
328,protein c inhibitor tmprss7 complex,1.0540055319798516,0.48685360600567723,GO:0036024
329,enhanceosome,1.054412803123687,0.48675709111602267,GO:0034206
